Id;Produto;DescProduto;Cor;DescCor;Tamanhho;DescTamanho
702776.9010.1;702776;FAIXA P/ CABEÇA;9010;PRETO;1;3A12M
702776.9010.2;702776;FAIXA P/ CABEÇA;9010;PRETO;2;12A24M
702776.9010.3;702776;FAIXA P/ CABEÇA;9010;PRETO;3;3A8ANOS
105720.4038.1;105720;CONJUNTO FEM.;4038;ROSA ESCURO;1;P
105720.4038.2;105720;CONJUNTO FEM.;4038;ROSA ESCURO;2;M
105720.4038.3;105720;CONJUNTO FEM.;4038;ROSA ESCURO;3;G
105720.4038.4;105720;CONJUNTO FEM.;4038;ROSA ESCURO;4;GG
105720.4038.5;105720;CONJUNTO FEM.;4038;ROSA ESCURO;5;1
105720.4038.6;105720;CONJUNTO FEM.;4038;ROSA ESCURO;6;2
105720.4038.7;105720;CONJUNTO FEM.;4038;ROSA ESCURO;7;3
105720.4038.8;105720;CONJUNTO FEM.;4038;ROSA ESCURO;8;4
105720.4038.9;105720;CONJUNTO FEM.;4038;ROSA ESCURO;9;6
105720.4038.10;105720;CONJUNTO FEM.;4038;ROSA ESCURO;10;8
105720.4693.1;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;1;P
105720.4693.2;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;2;M
105720.4693.3;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;3;G
105720.4693.4;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;4;GG
105720.4693.5;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;5;1
105720.4693.6;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;6;2
105720.4693.7;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;7;3
105720.4693.8;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;8;4
105720.4693.9;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;9;6
105720.4693.10;105720;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;10;8
105720.6101.1;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;1;P
105720.6101.2;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;2;M
105720.6101.3;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;3;G
105720.6101.4;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;4;GG
105720.6101.5;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;5;1
105720.6101.6;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;6;2
105720.6101.7;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;7;3
105720.6101.8;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;8;4
105720.6101.9;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;9;6
105720.6101.10;105720;CONJUNTO FEM.;6101;MARINHO 19-4025;10;8
105811.4840.1;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;1;4
105811.4840.2;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;2;6
105811.4840.3;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;3;8
105811.4840.4;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;4;10
105811.4840.5;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;5;12
105811.4840.6;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;6;14
105811.4840.7;105811;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;7;16
105811.5447.1;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;1;4
105811.5447.2;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;2;6
105811.5447.3;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;3;8
105811.5447.4;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;4;10
105811.5447.5;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;5;12
105811.5447.6;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;6;14
105811.5447.7;105811;CONJUNTO FEM.;5447;AMETISTA 19-3424;7;16
105811.6101.1;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;1;4
105811.6101.2;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;2;6
105811.6101.3;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;3;8
105811.6101.4;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;4;10
105811.6101.5;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;5;12
105811.6101.6;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;6;14
105811.6101.7;105811;CONJUNTO FEM.;6101;MARINHO 19-4025;7;16
105751.4842.1;105751;MACAQUINHO;4842;MELANCIA 17-1929;1;1
105751.4842.2;105751;MACAQUINHO;4842;MELANCIA 17-1929;2;2
105751.4842.3;105751;MACAQUINHO;4842;MELANCIA 17-1929;3;3
105751.4842.4;105751;MACAQUINHO;4842;MELANCIA 17-1929;4;4
105751.4842.5;105751;MACAQUINHO;4842;MELANCIA 17-1929;5;6
105751.4842.6;105751;MACAQUINHO;4842;MELANCIA 17-1929;6;8
105751.5447.1;105751;MACAQUINHO;5447;AMETISTA 19-3424;1;1
105751.5447.2;105751;MACAQUINHO;5447;AMETISTA 19-3424;2;2
105751.5447.3;105751;MACAQUINHO;5447;AMETISTA 19-3424;3;3
105751.5447.4;105751;MACAQUINHO;5447;AMETISTA 19-3424;4;4
105751.5447.5;105751;MACAQUINHO;5447;AMETISTA 19-3424;5;6
105751.5447.6;105751;MACAQUINHO;5447;AMETISTA 19-3424;6;8
105751.6101.1;105751;MACAQUINHO;6101;MARINHO 19-4025;1;1
105751.6101.2;105751;MACAQUINHO;6101;MARINHO 19-4025;2;2
105751.6101.3;105751;MACAQUINHO;6101;MARINHO 19-4025;3;3
105751.6101.4;105751;MACAQUINHO;6101;MARINHO 19-4025;4;4
105751.6101.5;105751;MACAQUINHO;6101;MARINHO 19-4025;5;6
105751.6101.6;105751;MACAQUINHO;6101;MARINHO 19-4025;6;8
105716.4372.1;105716;CONJUNTO FEM.;4372;VERMELHO;1;P
105716.4372.2;105716;CONJUNTO FEM.;4372;VERMELHO;2;M
105716.4372.3;105716;CONJUNTO FEM.;4372;VERMELHO;3;G
105716.4372.4;105716;CONJUNTO FEM.;4372;VERMELHO;4;GG
105716.4372.5;105716;CONJUNTO FEM.;4372;VERMELHO;5;1
105716.4372.6;105716;CONJUNTO FEM.;4372;VERMELHO;6;2
105716.4372.7;105716;CONJUNTO FEM.;4372;VERMELHO;7;3
105716.4372.8;105716;CONJUNTO FEM.;4372;VERMELHO;8;4
105716.4372.9;105716;CONJUNTO FEM.;4372;VERMELHO;9;6
105716.4372.10;105716;CONJUNTO FEM.;4372;VERMELHO;10;8
105716.4840.1;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;1;P
105716.4840.2;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;2;M
105716.4840.3;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;3;G
105716.4840.4;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;4;GG
105716.4840.5;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;5;1
105716.4840.6;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;6;2
105716.4840.7;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;7;3
105716.4840.8;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;8;4
105716.4840.9;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;9;6
105716.4840.10;105716;CONJUNTO FEM.;4840;ORQUIDEA 19-2434;10;8
105716.6101.1;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;1;P
105716.6101.2;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;2;M
105716.6101.3;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;3;G
105716.6101.4;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;4;GG
105716.6101.5;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;5;1
105716.6101.6;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;6;2
105716.6101.7;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;7;3
105716.6101.8;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;8;4
105716.6101.9;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;9;6
105716.6101.10;105716;CONJUNTO FEM.;6101;MARINHO 19-4025;10;8
105715.4372.1;105715;CONJUNTO FEM.;4372;VERMELHO;1;P
105715.4372.2;105715;CONJUNTO FEM.;4372;VERMELHO;2;M
105715.4372.3;105715;CONJUNTO FEM.;4372;VERMELHO;3;G
105715.4372.4;105715;CONJUNTO FEM.;4372;VERMELHO;4;GG
105715.4372.5;105715;CONJUNTO FEM.;4372;VERMELHO;5;1
105715.4372.6;105715;CONJUNTO FEM.;4372;VERMELHO;6;2
105715.4372.7;105715;CONJUNTO FEM.;4372;VERMELHO;7;3
105715.4372.8;105715;CONJUNTO FEM.;4372;VERMELHO;8;4
105715.4372.9;105715;CONJUNTO FEM.;4372;VERMELHO;9;6
105715.4372.10;105715;CONJUNTO FEM.;4372;VERMELHO;10;8
105715.4693.1;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;1;P
105715.4693.2;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;2;M
105715.4693.3;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;3;G
105715.4693.4;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;4;GG
105715.4693.5;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;5;1
105715.4693.6;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;6;2
105715.4693.7;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;7;3
105715.4693.8;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;8;4
105715.4693.9;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;9;6
105715.4693.10;105715;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;10;8
105715.5448.1;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;1;P
105715.5448.2;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;2;M
105715.5448.3;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;3;G
105715.5448.4;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;4;GG
105715.5448.5;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;5;1
105715.5448.6;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;6;2
105715.5448.7;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;7;3
105715.5448.8;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;8;4
105715.5448.9;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;9;6
105715.5448.10;105715;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;10;8
105745.4693.1;105745;VESTIDO;4693;PINK 17-2031 KYLY;1;1
105745.4693.2;105745;VESTIDO;4693;PINK 17-2031 KYLY;2;2
105745.4693.3;105745;VESTIDO;4693;PINK 17-2031 KYLY;3;3
105745.4693.4;105745;VESTIDO;4693;PINK 17-2031 KYLY;4;4
105745.4693.5;105745;VESTIDO;4693;PINK 17-2031 KYLY;5;6
105745.4693.6;105745;VESTIDO;4693;PINK 17-2031 KYLY;6;8
105745.5447.1;105745;VESTIDO;5447;AMETISTA 19-3424;1;1
105745.5447.2;105745;VESTIDO;5447;AMETISTA 19-3424;2;2
105745.5447.3;105745;VESTIDO;5447;AMETISTA 19-3424;3;3
105745.5447.4;105745;VESTIDO;5447;AMETISTA 19-3424;4;4
105745.5447.5;105745;VESTIDO;5447;AMETISTA 19-3424;5;6
105745.5447.6;105745;VESTIDO;5447;AMETISTA 19-3424;6;8
105745.6101.1;105745;VESTIDO;6101;MARINHO 19-4025;1;1
105745.6101.2;105745;VESTIDO;6101;MARINHO 19-4025;2;2
105745.6101.3;105745;VESTIDO;6101;MARINHO 19-4025;3;3
105745.6101.4;105745;VESTIDO;6101;MARINHO 19-4025;4;4
105745.6101.5;105745;VESTIDO;6101;MARINHO 19-4025;5;6
105745.6101.6;105745;VESTIDO;6101;MARINHO 19-4025;6;8
105709.4372.1;105709;VESTIDO;4372;VERMELHO;1;P
105709.4372.2;105709;VESTIDO;4372;VERMELHO;2;M
105709.4372.3;105709;VESTIDO;4372;VERMELHO;3;G
105709.4372.4;105709;VESTIDO;4372;VERMELHO;4;GG
105709.4372.5;105709;VESTIDO;4372;VERMELHO;5;1
105709.4372.6;105709;VESTIDO;4372;VERMELHO;6;2
105709.4372.7;105709;VESTIDO;4372;VERMELHO;7;3
105709.4372.8;105709;VESTIDO;4372;VERMELHO;8;4
105709.4372.9;105709;VESTIDO;4372;VERMELHO;9;6
105709.4372.10;105709;VESTIDO;4372;VERMELHO;10;8
105709.4840.1;105709;VESTIDO;4840;ORQUIDEA 19-2434;1;P
105709.4840.2;105709;VESTIDO;4840;ORQUIDEA 19-2434;2;M
105709.4840.3;105709;VESTIDO;4840;ORQUIDEA 19-2434;3;G
105709.4840.4;105709;VESTIDO;4840;ORQUIDEA 19-2434;4;GG
105709.4840.5;105709;VESTIDO;4840;ORQUIDEA 19-2434;5;1
105709.4840.6;105709;VESTIDO;4840;ORQUIDEA 19-2434;6;2
105709.4840.7;105709;VESTIDO;4840;ORQUIDEA 19-2434;7;3
105709.4840.8;105709;VESTIDO;4840;ORQUIDEA 19-2434;8;4
105709.4840.9;105709;VESTIDO;4840;ORQUIDEA 19-2434;9;6
105709.4840.10;105709;VESTIDO;4840;ORQUIDEA 19-2434;10;8
105709.6101.1;105709;VESTIDO;6101;MARINHO 19-4025;1;P
105709.6101.2;105709;VESTIDO;6101;MARINHO 19-4025;2;M
105709.6101.3;105709;VESTIDO;6101;MARINHO 19-4025;3;G
105709.6101.4;105709;VESTIDO;6101;MARINHO 19-4025;4;GG
105709.6101.5;105709;VESTIDO;6101;MARINHO 19-4025;5;1
105709.6101.6;105709;VESTIDO;6101;MARINHO 19-4025;6;2
105709.6101.7;105709;VESTIDO;6101;MARINHO 19-4025;7;3
105709.6101.8;105709;VESTIDO;6101;MARINHO 19-4025;8;4
105709.6101.9;105709;VESTIDO;6101;MARINHO 19-4025;9;6
105709.6101.10;105709;VESTIDO;6101;MARINHO 19-4025;10;8
105718.4591.1;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;1;P
105718.4591.2;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;2;M
105718.4591.3;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;3;G
105718.4591.4;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;4;GG
105718.4591.5;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;5;1
105718.4591.6;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;6;2
105718.4591.7;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;7;3
105718.4591.8;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;8;4
105718.4591.9;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;9;6
105718.4591.10;105718;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;10;8
105718.4842.1;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;1;P
105718.4842.2;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;2;M
105718.4842.3;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;3;G
105718.4842.4;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;4;GG
105718.4842.5;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;5;1
105718.4842.6;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;6;2
105718.4842.7;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;7;3
105718.4842.8;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;8;4
105718.4842.9;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;9;6
105718.4842.10;105718;CONJUNTO FEM.;4842;MELANCIA 17-1929;10;8
105718.5448.1;105718;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;1;P
105718.5448.2;105718;CONJUNTO FEM.;5448;ROXO CLARO 17-3014;2;M
105775.4372.1;105775;CONJUNTO MASC.;4372;VERMELHO;1;1
105775.4372.2;105775;CONJUNTO MASC.;4372;VERMELHO;2;2
105775.4372.3;105775;CONJUNTO MASC.;4372;VERMELHO;3;3
105775.4372.4;105775;CONJUNTO MASC.;4372;VERMELHO;4;4
105775.4372.5;105775;CONJUNTO MASC.;4372;VERMELHO;5;6
105775.4372.6;105775;CONJUNTO MASC.;4372;VERMELHO;6;8
105775.6532.1;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;1;1
105775.6532.2;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;2;2
105775.6532.3;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;3;3
105775.6532.4;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;4;4
105775.6532.5;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;5;6
105775.6532.6;105775;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;6;8
105774.0106.1;105774;CONJUNTO MASC.;106;CINZA 18-5203;1;1
105774.0106.2;105774;CONJUNTO MASC.;106;CINZA 18-5203;2;2
105774.0106.3;105774;CONJUNTO MASC.;106;CINZA 18-5203;3;3
105774.0106.4;105774;CONJUNTO MASC.;106;CINZA 18-5203;4;4
105774.0106.5;105774;CONJUNTO MASC.;106;CINZA 18-5203;5;6
105774.0106.6;105774;CONJUNTO MASC.;106;CINZA 18-5203;6;8
105774.4372.1;105774;CONJUNTO MASC.;4372;VERMELHO;1;1
105774.4372.2;105774;CONJUNTO MASC.;4372;VERMELHO;2;2
105774.4372.3;105774;CONJUNTO MASC.;4372;VERMELHO;3;3
105774.4372.4;105774;CONJUNTO MASC.;4372;VERMELHO;4;4
105774.4372.5;105774;CONJUNTO MASC.;4372;VERMELHO;5;6
105774.4372.6;105774;CONJUNTO MASC.;4372;VERMELHO;6;8
105774.6532.1;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;1;1
105774.6532.2;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;2;2
105774.6532.3;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;3;3
105774.6532.4;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;4;4
105774.6532.5;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;5;6
105774.6532.6;105774;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;6;8
105754.4693.1;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;1;1
105754.4693.2;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;2;2
105754.4693.3;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;3;3
105754.4693.4;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;4;4
105754.4693.5;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;5;6
105754.4693.6;105754;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;6;8
105754.5447.1;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;1;1
105754.5447.2;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;2;2
105754.5447.3;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;3;3
105754.5447.4;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;4;4
105754.5447.5;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;5;6
105754.5447.6;105754;CONJUNTO FEM.;5447;AMETISTA 19-3424;6;8
105754.6101.1;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;1;1
105754.6101.2;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;2;2
105754.6101.3;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;3;3
105754.6101.4;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;4;4
105754.6101.5;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;5;6
105754.6101.6;105754;CONJUNTO FEM.;6101;MARINHO 19-4025;6;8
105789.4840.1;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;1;4
105789.4840.2;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;2;6
105789.4840.3;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;3;8
105789.4840.4;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;4;10
105789.4840.5;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;5;12
105789.4840.6;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;6;14
105789.4840.7;105789;BLUSA FEM.;4840;ORQUIDEA 19-2434;7;16
105789.5448.1;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;1;4
105789.5448.2;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;2;6
105789.5448.3;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;3;8
105789.5448.4;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;4;10
105789.5448.5;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;5;12
105789.5448.6;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;6;14
105789.5448.7;105789;BLUSA FEM.;5448;ROXO CLARO 17-3014;7;16
105789.6101.1;105789;BLUSA FEM.;6101;MARINHO 19-4025;1;4
105789.6101.2;105789;BLUSA FEM.;6101;MARINHO 19-4025;2;6
105789.6101.3;105789;BLUSA FEM.;6101;MARINHO 19-4025;3;8
105789.6101.4;105789;BLUSA FEM.;6101;MARINHO 19-4025;4;10
105789.6101.5;105789;BLUSA FEM.;6101;MARINHO 19-4025;5;12
105789.6101.6;105789;BLUSA FEM.;6101;MARINHO 19-4025;6;14
105789.6101.7;105789;BLUSA FEM.;6101;MARINHO 19-4025;7;16
105823.0001.1;105823;CONJUNTO MASC.;1;BRANCO;1;4
105823.0001.2;105823;CONJUNTO MASC.;1;BRANCO;2;6
105823.0001.3;105823;CONJUNTO MASC.;1;BRANCO;3;8
105823.0001.4;105823;CONJUNTO MASC.;1;BRANCO;4;10
105823.0001.5;105823;CONJUNTO MASC.;1;BRANCO;5;12
105823.0001.6;105823;CONJUNTO MASC.;1;BRANCO;6;14
105823.0001.7;105823;CONJUNTO MASC.;1;BRANCO;7;16
105823.0384.1;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;1;4
105823.0384.2;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;2;6
105823.0384.3;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;3;8
105823.0384.4;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;4;10
105823.0384.5;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;5;12
105823.0384.6;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;6;14
105823.0384.7;105823;CONJUNTO MASC.;384;CINZA PLUMA 14-4002;7;16
105823.6058.1;105823;CONJUNTO MASC.;6058;AZUL CLARO;1;4
105823.6058.2;105823;CONJUNTO MASC.;6058;AZUL CLARO;2;6
105823.6058.3;105823;CONJUNTO MASC.;6058;AZUL CLARO;3;8
105823.6058.4;105823;CONJUNTO MASC.;6058;AZUL CLARO;4;10
105823.6058.5;105823;CONJUNTO MASC.;6058;AZUL CLARO;5;12
105823.6058.6;105823;CONJUNTO MASC.;6058;AZUL CLARO;6;14
105823.6058.7;105823;CONJUNTO MASC.;6058;AZUL CLARO;7;16
105704.4372.1;105704;VESTIDO;4372;VERMELHO;1;P
105704.4372.2;105704;VESTIDO;4372;VERMELHO;2;M
105704.4372.3;105704;VESTIDO;4372;VERMELHO;3;G
105704.4372.4;105704;VESTIDO;4372;VERMELHO;4;GG
105704.4372.5;105704;VESTIDO;4372;VERMELHO;5;1
105704.4372.6;105704;VESTIDO;4372;VERMELHO;6;2
105704.4372.7;105704;VESTIDO;4372;VERMELHO;7;3
105704.4693.1;105704;VESTIDO;4693;PINK 17-2031 KYLY;1;P
105704.4693.2;105704;VESTIDO;4693;PINK 17-2031 KYLY;2;M
105704.4693.3;105704;VESTIDO;4693;PINK 17-2031 KYLY;3;G
105704.4693.4;105704;VESTIDO;4693;PINK 17-2031 KYLY;4;GG
105704.4693.5;105704;VESTIDO;4693;PINK 17-2031 KYLY;5;1
105750.4693.1;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;1;1
105750.4693.2;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;2;2
105750.4693.3;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;3;3
105750.4693.4;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;4;4
105750.4693.5;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;5;6
105750.4693.6;105750;VESTIDO C/ CASAQUINHO;4693;PINK 17-2031 KYLY;6;8
105750.5447.1;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;1;1
105750.5447.2;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;2;2
105750.5447.3;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;3;3
105750.5447.4;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;4;4
105750.5447.5;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;5;6
105750.5447.6;105750;VESTIDO C/ CASAQUINHO;5447;AMETISTA 19-3424;6;8
105750.7125.1;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);1;1
105750.7125.2;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);2;2
105750.7125.3;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);3;3
105750.7125.4;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);4;4
105750.7125.5;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);5;6
105750.7125.6;105750;VESTIDO C/ CASAQUINHO;7125;VERDE JADE (17-5126);6;8
702794.6042.1;702794;SUNGA;6042;PETROLEO;1;3A4 A
702794.6042.2;702794;SUNGA;6042;PETROLEO;2;6A8 A
702794.6042.3;702794;SUNGA;6042;PETROLEO;3;10A12 A
702794.6042.4;702794;SUNGA;6042;PETROLEO;4;14A16 A
702794.9010.1;702794;SUNGA;9010;PRETO;1;3A4 A
702794.9010.2;702794;SUNGA;9010;PRETO;2;6A8 A
702794.9010.3;702794;SUNGA;9010;PRETO;3;10A12 A
702794.9010.4;702794;SUNGA;9010;PRETO;4;14A16 A
702793.0223.1;702793;SUNGA;223;CINZA;1;12A24 M
702793.0223.2;702793;SUNGA;223;CINZA;2;3A4 A
702793.0223.3;702793;SUNGA;223;CINZA;3;6A8 A
702793.6101.1;702793;SUNGA;6101;MARINHO 19-4025;1;12A24 M
702793.6101.2;702793;SUNGA;6101;MARINHO 19-4025;2;3A4 A
702793.6101.3;702793;SUNGA;6101;MARINHO 19-4025;3;6A8 A
702792.4372.1;702792;BIQUINI;4372;VERMELHO;1;3A4 A
702792.4372.2;702792;BIQUINI;4372;VERMELHO;2;6A8 A
702792.4372.3;702792;BIQUINI;4372;VERMELHO;3;10A12 A
702792.4372.4;702792;BIQUINI;4372;VERMELHO;4;14A16 A
702792.5344.1;702792;BIQUINI;5344;ROXO 18-3230KYLY;1;3A4 A
702792.5344.2;702792;BIQUINI;5344;ROXO 18-3230KYLY;2;6A8 A
702792.5344.3;702792;BIQUINI;5344;ROXO 18-3230KYLY;3;10A12 A
702792.5344.4;702792;BIQUINI;5344;ROXO 18-3230KYLY;4;14A16 A
702791.5448.1;702791;BIQUINI;5448;ROXO CLARO 17-3014;1;3A4 A
